Author,Exposure,Outcome,Direction,Strength,ID,Status,Exposure_Standardized,Outcome_Standardized
"Harrison Internal Med., 2020",Hypertension,Atherosclerosis,Increase,4.61,16,Final,Hypertensive disorder,Atherosclerosis
"Harrison Internal Med., 2020",Arterial Dissection,First Ischemic Stroke,Increase,4.61,16,Final,Dissection of artery,Ischemic stroke_1.0
"Harrison Internal Med., 2020",Hypertension,Lacunes,Increase,4.61,16,Final,Hypertensive disorder,Lacunar infarction
"Harrison Internal Med., 2020",Age,Lacunes,Increase,4.61,16,Final,Age factor,Lacunar infarction
"Harrison Internal Med., 2020",Hypercoagulopathy,Thrombosis,Increase,4.61,16,Final,Hypercoagulability state,Thrombosis
"Harrison Internal Med., 2020",Vasculitis,First Ischemic Stroke,Increase,4.61,16,Final,Vasculitis,Ischemic stroke_1.0
,Cardiac Remodelling,Atrial Fibrillation,Increase,4.61,16,Final,Death type,Atrial fibrillation
,Age,Cardiac Remodelling,Increase,4.61,16,Final,Age factor,Death type
,Hypertension,Cardiac Remodelling,Increase,4.61,16,Final,Hypertensive disorder,Death type
,Other Cardiac Pathologies,Cardiac Remodelling,Increase,4.61,16,Final,Other Cardiac Pathologies,Death type
,Atherosclerosis,Other Cardiac Pathologies,Increase,4.61,16,Final,Atherosclerosis,Other Cardiac Pathologies
"Harrison Internal Med., 2020",Atherosclerosis,Myocardial Infarction,Increase,4.61,16,Final,Atherosclerosis,Myocardial infarction
,Myocardial Infarction,Cardiac Remodelling,Increase,4.61,16,Final,Myocardial infarction,Death type
"Harrison Internal Med., 2020",Second-hand Smoking,Atherosclerosis,Increase,4.61,16,Final,Passive smoker,Atherosclerosis
,Insulin Resistance / Impaired glucose metabolism,Diabetes,Increase,4.0,16,Final,Insulin resistance,Diabetes mellitus
,Insulin Resistance / Impaired glucose metabolism,Diabetes,Increase,4.0,16,Final,Disorder of glucose metabolism,Diabetes mellitus
"Kernan, 2002",Insulin Resistance / Impaired glucose metabolism,Atherosclerosis,Increase,4.0,16,Final,Insulin resistance,Atherosclerosis
"Kernan, 2002",Insulin Resistance / Impaired glucose metabolism,Atherosclerosis,Increase,4.0,16,Final,Disorder of glucose metabolism,Atherosclerosis
"Kernan, 2002",Age,Insulin Resistance / Impaired glucose metabolism,Increase,4.0,16,Final,Age factor,Insulin resistance
"Kernan, 2002",Age,Insulin Resistance / Impaired glucose metabolism,Increase,4.0,16,Final,Age factor,Disorder of glucose metabolism
,Physical Inactivity,Obesity,Increase,4.61,16,Final,Gets no exercise,Obesity
Kernan et al. 2002,Insulin Resistance / Impaired glucose metabolism,Hypertension,Increase,4.0,16,Final,Insulin resistance,Hypertensive disorder
Kernan et al. 2002,Insulin Resistance / Impaired glucose metabolism,Hypertension,Increase,4.0,16,Final,Disorder of glucose metabolism,Hypertensive disorder
Kernan et al 2002,Insulin Resistance / Impaired glucose metabolism,Dyslipidemia,Increase,2.0,16,Final,Insulin resistance,Dyslipidemia
Kernan et al 2002,Insulin Resistance / Impaired glucose metabolism,Dyslipidemia,Increase,2.0,16,Final,Disorder of glucose metabolism,Dyslipidemia
Kernan et al 2002,Insulin Resistance / Impaired glucose metabolism,Inflammation,Increase,4.0,16,Final,Insulin resistance,Inflammation of specific body structures or tissue
Kernan et al 2002,Insulin Resistance / Impaired glucose metabolism,Inflammation,Increase,4.0,16,Final,Disorder of glucose metabolism,Inflammation of specific body structures or tissue
"Hansson , 2006",Inflammation,Atherosclerosis,Increase,4.17,16,Final,Inflammation of specific body structures or tissue,Atherosclerosis
Kahn et. al 2006,Obesity,Insulin Resistance / Impaired glucose metabolism,Increase,4.0,16,Final,Obesity,Insulin resistance
Kahn et. al 2006,Obesity,Insulin Resistance / Impaired glucose metabolism,Increase,4.0,16,Final,Obesity,Disorder of glucose metabolism
Kahn et. al 2006,Obesity,Inflammation,Increase,4.17,16,Final,Obesity,Inflammation of specific body structures or tissue
"Hering, 2015",Psychogenic Stress,Sympathetic activation,Increase,0.51,16,Final,Stress,Route
"Hering, 2015",Sympathetic activation,Thrombosis,Increase,0.51,16,Final,Route,Thrombosis
Redline et al 2011,Sleep disturbances / Obstructive Sleep Apnea,Hypertension,Increase,0.51,16,Final,Sleep apnea,Hypertensive disorder
Redline et al 2011,Sleep disturbances / Obstructive Sleep Apnea,Hypertension,Increase,0.51,16,Final,Dyssomnia,Hypertensive disorder
Redline et al 2011,Sleep disturbances / Obstructive Sleep Apnea,Insulin Resistance / Impaired glucose metabolism,Increase,2.68,16,Final,Sleep apnea,Insulin resistance
Redline et al 2011,Sleep disturbances / Obstructive Sleep Apnea,Insulin Resistance / Impaired glucose metabolism,Increase,2.68,16,Final,Sleep apnea,Disorder of glucose metabolism
Redline et al 2011,Sleep disturbances / Obstructive Sleep Apnea,Insulin Resistance / Impaired glucose metabolism,Increase,2.68,16,Final,Dyssomnia,Insulin resistance
Redline et al 2011,Sleep disturbances / Obstructive Sleep Apnea,Insulin Resistance / Impaired glucose metabolism,Increase,2.68,16,Final,Dyssomnia,Disorder of glucose metabolism
Redline et al 2011,Sleep disturbances / Obstructive Sleep Apnea,Inflammation,Increase,1.4,16,Final,Sleep apnea,Inflammation of specific body structures or tissue
Redline et al 2011,Sleep disturbances / Obstructive Sleep Apnea,Inflammation,Increase,1.4,16,Final,Dyssomnia,Inflammation of specific body structures or tissue
,Psychogenic Stress,Smoking,Increase,2.68,16,Final,Stress,Smoker
,Insulin Resistance / Impaired glucose metabolism,Prediabetes,Increase,2.68,16,Final,Insulin resistance,Prediabetes
,Insulin Resistance / Impaired glucose metabolism,Prediabetes,Increase,2.68,16,Final,Disorder of glucose metabolism,Prediabetes
Fonville et al. 2014,Prediabetes,Diabetes,Increase,2.68,16,Final,Prediabetes,Diabetes mellitus
,Hypertension,Arterial Dissection,Increase,2.68,16,Final,Hypertensive disorder,Dissection of artery
,Smoking,Hypertension,Increase,2.68,16,Final,Smoker,Hypertensive disorder
American Heart Association 2014,Antihypertensive Therapy,Hypertension,Decrease,4.61,16,Final,Antihypertensive therapy,Hypertensive disorder
American Heart Association 2014,Statin Therapy,Dyslipidemia,Decrease,4.61,16,Final,Administration of prophylactic statin,Dyslipidemia
Hansson 2006,Statin Therapy,Inflammation,Decrease,3.44,16,Final,Administration of prophylactic statin,Inflammation of specific body structures or tissue
Kernan et al 2002,Weight Loss and Aerobic Exercise,Insulin Resistance / Impaired glucose metabolism,Decrease,3.44,16,Final,Exercises regularly,Insulin resistance
Kernan et al 2002,Weight Loss and Aerobic Exercise,Insulin Resistance / Impaired glucose metabolism,Decrease,3.44,16,Final,Exercises regularly,Disorder of glucose metabolism
Kernan et al 2002,Weight Loss and Aerobic Exercise,Insulin Resistance / Impaired glucose metabolism,Decrease,3.44,16,Final,Weight loss,Insulin resistance
Kernan et al 2002,Weight Loss and Aerobic Exercise,Insulin Resistance / Impaired glucose metabolism,Decrease,3.44,16,Final,Weight loss,Disorder of glucose metabolism
American Heart Association 2014,Dietary salt restriction,Hypertension,Decrease,3.44,16,Final,Low sodium diet,Hypertensive disorder
American Heart Association 2014,Weight Loss and Aerobic Exercise,Physical Inactivity,Decrease,2.68,16,Final,Exercises regularly,Gets no exercise
American Heart Association 2014,Weight Loss and Aerobic Exercise,Physical Inactivity,Decrease,2.68,16,Final,Weight loss,Gets no exercise
American Heart Association 2014,Healthy Diet,Obesity,Decrease,2.68,16,Final,Healthy diet,Obesity
American Heart Association 2014,Glycemic control,Diabetes,Decrease,2.68,16,Final,Blood glucose management,Diabetes mellitus
Kernan et al 2002,Thiazolidindione,Dyslipidemia,Decrease,2.25,16,Final,Thiazolidinedione,Dyslipidemia
Kernan et al 2002,Thiazolidindione,Hypertension,Decrease,2.25,16,Final,Thiazolidinedione,Hypertensive disorder
Kernan et al 2002,Thiazolidindione,Insulin Resistance / Impaired glucose metabolism,Decrease,2.25,16,Final,Thiazolidinedione,Insulin resistance
Kernan et al 2002,Thiazolidindione,Insulin Resistance / Impaired glucose metabolism,Decrease,2.25,16,Final,Thiazolidinedione,Disorder of glucose metabolism
American Diabetes Association 2020,SGLT2 Inhibitors,Diabetes,Decrease,2.25,16,Final,Sodium glucose cotransporter subtype 2 inhibitor,Diabetes mellitus
American Diabetes Association 2020,GLP1 Receptor Agonists,Diabetes,Decrease,2.25,16,Final,Glucagon-like peptide 1 receptor agonist,Diabetes mellitus
American Heart Association 2014,CPAP Treatment,Sleep disturbances / Obstructive Sleep Apnea,Decrease,2.25,16,Final,Continuous positive airway pressure ventilation treatment,Sleep apnea
American Heart Association 2014,CPAP Treatment,Sleep disturbances / Obstructive Sleep Apnea,Decrease,2.25,16,Final,Continuous positive airway pressure ventilation treatment,Dyssomnia
American Heart Association 2014,Smoking Cessation,Smoking,Decrease,2.25,16,Final,Smoking cessation therapy,Smoker
American Heart Association 2014,Carotid Endarterectomy / Angioplasty / stenting,Atherosclerosis,Decrease,3.07,16,Final,Carotid endarterectomy,Atherosclerosis
American Heart Association 2014,Carotid Endarterectomy / Angioplasty / stenting,Atherosclerosis,Decrease,3.07,16,Final,Angioplasty of carotid artery,Atherosclerosis
American Heart Association 2014,Carotid Endarterectomy / Angioplasty / stenting,Atherosclerosis,Decrease,3.07,16,Final,Insertion of carotid artery stent,Atherosclerosis
American Heart Association 2014,Mono-/Dual Antiplatelet Therapy,Thrombosis,Decrease,3.0,16,Final,Platelet aggregation inhibitor therapy,Thrombosis
American Heart Association 2014,Anticoagulation Therapy,Embolism,Decrease,3.07,16,Final,Anticoagulant therapy,Embolism
American Heart Association 2014,Mono-/Dual Antiplatelet Therapy,Arterial Dissection,Decrease,2.68,16,Final,Platelet aggregation inhibitor therapy,Dissection of artery
American Heart Association 2014,Anticoagulation Therapy,Arterial Dissection,Decrease,2.68,16,Final,Anticoagulant therapy,Dissection of artery
American Heart Association 2014,Anticoagulation Therapy,Hypercoagulopathy,Decrease,2.68,16,Final,Anticoagulant therapy,Hypercoagulability state
Harrison internal medicine 2020,Statin Therapy,Thrombosis,Decrease,2.68,16,Final,Administration of prophylactic statin,Thrombosis
Harrison internal medicine 2020,Statin Therapy,Hypertension,Decrease,2.68,16,Final,Administration of prophylactic statin,Hypertensive disorder
Sundell 2008 & mostofsky 2016,Low-Moderate Alcohol Consumption,Atherosclerosis,Decrease,2.0,16,Final,Moderate drinker,Atherosclerosis
Sundell 2008 & mostofsky 2016,Heavy Alcohol Consumption,Hypertension,Increase,2.0,16,Final,Heavy drinker,Hypertensive disorder
Sundell 2008 & mostofsky 2016,Heavy Alcohol Consumption,Other Cardiac Pathologies,Increase,2.0,16,Final,Heavy drinker,Other Cardiac Pathologies
Sundell 2008 & mostofsky 2016,Heavy Alcohol Consumption,Atrial Fibrillation,Increase,2.0,16,Final,Heavy drinker,Atrial fibrillation
Sundell 2008 & mostofsky 2016,Heavy Alcohol Consumption,Thrombosis,Increase,2.0,16,Final,Heavy drinker,Thrombosis
American Heart Association 2014,Reducing Alcohol Consumption,Heavy Alcohol Consumption,Decrease,2.0,16,Final,Decreased alcohol consumption,Heavy drinker
,First Ischemic Stroke,Neurological Sequalae,Increase,2.68,16,Final,Ischemic stroke_1.0,Sequelae of neurological disorders
,First Ischemic Stroke,Death,Increase,2.68,16,Final,Ischemic stroke_1.0,Death
,First Ischemic Stroke,Recurrent Stroke,Increase,2.68,16,Final,Ischemic stroke_1.0,Ischemic stroke_2.0
Dirnagl Review,first stroke,cerebral inflammation,Increase,6.0,17,Draft,Ischemic stroke_1.0,Encephalitis
Dirnagl Review,systemic inflammation,first stroke,Increase,6.84,17,Draft,Systemic inflammatory response syndrome,Ischemic stroke_1.0
Meisel Review NEJM/Nature,first stroke,peripheral immune competence,Decrease,6.84,17,Draft,Ischemic stroke_1.0,Domain
,first stroke,large infarction,Increase,6.84,19,Draft,Ischemic stroke_1.0,Cerebral infarction
,first stroke,pneumonia,Increase,6.84,19,Draft,Ischemic stroke_1.0,Pneumonia
,large infarction,pneumonia,Increase,6.84,19,Draft,Cerebral infarction,Pneumonia
,pneumonia,death,Increase,6.84,19,Draft,Pneumonia,Death
,first stroke,death,Increase,6.84,19,Draft,Ischemic stroke_1.0,Death
,first stroke,second stroke,Increase,6.84,19,Draft,Ischemic stroke_1.0,Ischemic stroke_2.0
,second stroke,pneumonia,Increase,6.84,19,Draft,Ischemic stroke_2.0,Pneumonia
,second stroke,death,Increase,6.84,19,Draft,Ischemic stroke_2.0,Death
,first stroke,depression,Increase,6.84,19,Draft,Ischemic stroke_1.0,Depressive disorder_2.0
,depression,immobility,Decrease,6.84,19,Draft,Depressive disorder_2.0,Impaired mobility_2.0
,immobility,pneumonia,Decrease,6.84,19,Draft,Impaired mobility_2.0,Pneumonia
,first stroke,immobility,Decrease,6.84,19,Draft,Ischemic stroke_1.0,Impaired mobility_2.0
,immobility,death,Decrease,6.84,19,Draft,Impaired mobility_2.0,Death
,first stroke,cognitive decline,Increase,6.84,19,Draft,Ischemic stroke_1.0,Impaired cognition
,pneumonia,cognitive decline,Increase,5.1,19,Draft,Pneumonia,Impaired cognition
,cognitive decline,death,Increase,2.79,19,Draft,Impaired cognition,Death
,second stroke,cognitive decline,Increase,2.79,19,Draft,Ischemic stroke_2.0,Impaired cognition
,hypertension,first stroke,Increase,6.84,19,Draft,Hypertensive disorder,Ischemic stroke_1.0
,hypertension,second stroke,Increase,6.84,19,Draft,Hypertensive disorder,Ischemic stroke_2.0
,hypertension,cognitive decline,Increase,5.31,19,Draft,Hypertensive disorder,Impaired cognition
,first stroke,infarct localisation,Increase,6.84,19,Draft,Ischemic stroke_1.0,Cerebral infarction
,infarct localisation,cognitive decline,Increase,6.84,19,Draft,Cerebral infarction,Impaired cognition
,infarct localisation,immunodepression,Increase,6.84,19,Draft,Cerebral infarction,Immunosuppression
,immunodepression,pneumonia,Increase,6.84,19,Draft,Immunosuppression,Pneumonia
,immunodepression,cognitive decline,Decrease,0.51,19,Draft,Immunosuppression,Impaired cognition
,diabetes mellitus,second stroke,Increase,6.84,19,Draft,Diabetes mellitus,Ischemic stroke_2.0
,diabetes mellitus,first stroke,Increase,6.84,19,Draft,Diabetes mellitus,Ischemic stroke_1.0
,diabetes mellitus,cognitive decline,Increase,4.61,19,Draft,Diabetes mellitus,Impaired cognition
,first stroke,spasticity,Increase,6.84,19,Draft,Ischemic stroke_1.0,Spasticity
,second stroke,spasticity,Increase,6.84,19,Draft,Ischemic stroke_2.0,Spasticity
,spasticity,immobility,Decrease,6.84,19,Draft,Spasticity,Impaired mobility_2.0
,spasticity,pain,Increase,6.84,19,Draft,Spasticity,Pain
,pain,immobility,Decrease,6.84,19,Draft,Pain,Impaired mobility_2.0
,female,large infarction,Decrease,4.8,19,Draft,Male,Cerebral infarction
,depression,female,Decrease,4.8,19,Draft,Depressive disorder_2.0,Male
,large infarction,severe disability,Increase,6.84,19,Draft,Cerebral infarction,Disability
,severe disability,immobility,Decrease,6.84,19,Draft,Disability,Impaired mobility_2.0
,first stroke,dysphagia,Increase,6.84,19,Draft,Ischemic stroke_1.0,Dysphagia
,second stroke,dysphagia,Increase,6.84,19,Draft,Ischemic stroke_2.0,Dysphagia
,dysphagia,pneumonia,Increase,6.84,19,Draft,Dysphagia,Pneumonia
,dysphagia,malnutrition,Increase,6.84,19,Draft,Dysphagia,Nutritional disorder
,first stroke,cachexia,Increase,4.8,19,Draft,Ischemic stroke_1.0,Cachexia
,second stroke,cachexia,Increase,4.34,19,Draft,Ischemic stroke_2.0,Cachexia
,malnutrition,cachexia,Increase,6.84,19,Draft,Nutritional disorder,Cachexia
,cachexia,death,Increase,4.8,19,Draft,Cachexia,Death
,malnutrition,death,Increase,3.14,19,Draft,Nutritional disorder,Death
,immobility,reduced QoL/ADL,Increase,6.84,19,Draft,Impaired mobility_2.0,Quality of life satisfaction
,spasticity,reduced QoL/ADL,Decrease,6.84,19,Draft,Spasticity,Quality of life satisfaction
,dysphagia,reduced QoL/ADL,Decrease,6.84,19,Draft,Dysphagia,Quality of life satisfaction
,pain,reduced QoL/ADL,Decrease,6.84,19,Draft,Pain,Quality of life satisfaction
,cognitive decline,reduced QoL/ADL,Decrease,6.84,19,Draft,Impaired cognition,Quality of life satisfaction
,first stroke,reduced QoL/ADL,Decrease,6.84,19,Draft,Ischemic stroke_1.0,Quality of life satisfaction
,second stroke,reduced QoL/ADL,Decrease,6.84,19,Draft,Ischemic stroke_2.0,Quality of life satisfaction
,second stroke,aphasia,Increase,6.84,19,Draft,Ischemic stroke_2.0,Aphasia
,first stroke,aphasia,Increase,6.84,19,Draft,Ischemic stroke_1.0,Aphasia
,aphasia,reduced QoL/ADL,Decrease,6.84,19,Draft,Aphasia,Quality of life satisfaction
,age,first stroke,Increase,6.84,19,Draft,Age factor,Ischemic stroke_1.0
,age,cognitive decline,Increase,6.84,19,Draft,Age factor,Impaired cognition
,age,pneumonia,Increase,6.84,19,Draft,Age factor,Pneumonia
,immobility before stroke,first stroke,Increase,6.0,19,Draft,Impaired mobility,Ischemic stroke_1.0
,immobility,second stroke,Decrease,6.0,19,Draft,Impaired mobility_2.0,Ischemic stroke_2.0
,depression before stroke,first stroke,Increase,6.84,19,Draft,Depressive disorder_1.0,Ischemic stroke_1.0
,pneumonia,antibiotics,Increase,6.84,19,Draft,Pneumonia,Antibiotic therapy
,antibiotics,death,Decrease,6.84,19,Draft,Antibiotic therapy,Death
,depression,antidepressants,Increase,6.84,19,Draft,Depressive disorder_2.0,Antidepressant therapy
,antidepressants,reduced QoL/ADL,Increase,4.26,19,Draft,Antidepressant therapy,Quality of life satisfaction
,speech therapy,aphasia,Decrease,6.84,19,Draft,Speech therapy,Aphasia
,psychotherapy,depression,Decrease,6.84,19,Draft,Psychotherapy,Depressive disorder_2.0
,psychotherapy,cognitive decline,Decrease,2.38,19,Draft,Psychotherapy,Impaired cognition
,physiotherapy,immobility,Increase,6.84,19,Draft,Physical therapy procedure,Impaired mobility_2.0
,physiotherapy,severe disability,Decrease,6.84,19,Draft,Physical therapy procedure,Disability
,social work,reduced QoL/ADL,Increase,6.84,19,Draft,Social worker involved,Quality of life satisfaction
,secondary prevention,second stroke,Decrease,6.84,19,Draft,Secondary prevention,Ischemic stroke_2.0
,primary prevention,first stroke,Decrease,6.84,19,Draft,Primary prevention,Ischemic stroke_1.0
,physical exercise,first stroke,Decrease,6.84,19,Draft,Exercises regularly,Ischemic stroke_1.0
,physical exercise,second stroke,Decrease,6.84,19,Draft,Exercises regularly,Ischemic stroke_2.0
,physical exercise,cognitive decline,Decrease,6.84,19,Draft,Exercises regularly,Impaired cognition
,care giving,death,Decrease,4.08,19,Draft,Care regime,Death
,social work,care giving,Increase,3.07,19,Draft,Social worker involved,Care regime
,multimodal pain therapy,pain,Decrease,6.84,19,Draft,Pain management,Pain
,botolinum toxin,spasticity,Decrease,6.84,19,Draft,Injection of botulinum toxin,Spasticity
,cognitive training,cognitive decline,Decrease,5.0,19,Draft,Cognitive skills training,Impaired cognition
Christoph,hypertension,first ischemic stroke,Increase,6.84,20,Draft,Hypertensive disorder,Ischemic stroke_1.0
Christoph,hypertension,second ischemic stroke,Increase,6.84,20,Draft,Hypertensive disorder,Ischemic stroke_2.0
Christoph,first ischemic stroke,second ischemic stroke,Increase,6.84,20,Draft,Ischemic stroke_1.0,Ischemic stroke_2.0
Christoph,first ischemic stroke,death,Increase,6.84,20,Draft,Ischemic stroke_1.0,Death
Christoph,second ischemic stroke,death,Increase,6.84,20,Draft,Ischemic stroke_2.0,Death
Christoph,aging,recovery level,Decrease,6.84,20,Draft,Age factor,Postprocedural recovery status
Christoph,aging,death,Increase,6.84,20,Draft,Age factor,Death
Christoph,aging,first ischemic stroke,Increase,6.84,20,Draft,Age factor,Ischemic stroke_1.0
Christoph,aging,second ischemic stroke,Increase,6.84,20,Draft,Age factor,Ischemic stroke_2.0
Christoph,second ischemic stroke,recovery level,Decrease,6.84,20,Draft,Ischemic stroke_2.0,Postprocedural recovery status
,first ischemic stroke,recovery level,Decrease,2.68,20,Draft,Ischemic stroke_1.0,Postprocedural recovery status
,B-cell infiltration,cognition,Increase,2.68,20,Draft,Ethnicity,Impaired cognition
,aging,cognition,Increase,6.84,20,Draft,Age factor,Impaired cognition
,hypertension,cognition,Increase,4.08,20,Draft,Hypertensive disorder,Impaired cognition
,first ischemic stroke,cognition,Increase,2.06,20,Draft,Ischemic stroke_1.0,Impaired cognition
,second ischemic stroke,cognition,Increase,6.84,20,Draft,Ischemic stroke_2.0,Impaired cognition
,systemic IL6,recovery level,Decrease,6.0,20,Draft,Interleukin-6,Postprocedural recovery status
,brain IL6_time1,recovery level,Increase,6.0,20,Draft,Interleukin-6_1.0,Postprocedural recovery status
,systemic IL6,second ischemic stroke,Increase,6.84,20,Draft,Interleukin-6,Ischemic stroke_2.0
,systemic IL6,first ischemic stroke,Increase,6.84,20,Draft,Interleukin-6,Ischemic stroke_1.0
,collateralization,stroke volume,Increase,6.84,20,Draft,Increased collateral circulation,Increased cardiac stroke volume
,first ischemic stroke,hemispheric atrophy,Increase,6.84,20,Draft,Ischemic stroke_1.0,Cerebral atrophy
,second ischemic stroke,hemispheric atrophy,Increase,6.84,20,Draft,Ischemic stroke_2.0,Cerebral atrophy
,hypertension,hemispheric atrophy,Increase,3.68,20,Draft,Hypertensive disorder,Cerebral atrophy
,aging,hemispheric atrophy,Increase,6.84,20,Draft,Age factor,Cerebral atrophy
,endothelial proliferation,recovery level,Increase,6.84,20,Draft,Procedure type,Postprocedural recovery status
,endothelial proliferation,blood brain barrier integrity,Decrease,6.84,20,Draft,Procedure type,Blood-brain barrier
,blood brain barrier integrity,B-cell infiltration,Increase,6.84,20,Draft,Blood-brain barrier,Ethnicity
,microglial proliferation,neuronal survival,Decrease,6.84,20,Draft,Gender,Procedure
,brain IL6_time2,recovery level,Decrease,2.68,20,Draft,Interleukin-6_2.0,Postprocedural recovery status
,astrocytic proliferation,recovery level,Increase,2.68,20,Draft,Observation period type,Postprocedural recovery status
,astrocytic proliferation,neuronal survival,Increase,2.68,20,Draft,Observation period type,Procedure
,endothelial proliferation,neuronal survival,Increase,5.2,20,Draft,Procedure type,Procedure
,collateralization,first ischemic stroke,Decrease,5.2,20,Draft,Increased collateral circulation,Ischemic stroke_1.0
,collateralization,second ischemic stroke,Decrease,5.2,20,Draft,Increased collateral circulation,Ischemic stroke_2.0
