Author,Exposure,Outcome,Direction,Strength,ID,Status,Corrected_Direction,Exposure_name,Outcome_name
,201820,443432,Increase,4.61,19,Draft,Increase,diabetes mellitus,cognitive decline
,4310996,4329728,Increase,6.84,19,Draft,Increase,first stroke,spasticity
,4310996,4329728,Increase,6.84,19,Draft,Increase,second stroke,spasticity
,4329728,4306934,Increase,6.84,19,Draft,Increase,spasticity,immobility
,4329728,4329041,Increase,6.84,19,Draft,Increase,spasticity,pain
,4329041,4306934,Increase,6.84,19,Draft,Increase,pain,immobility
,442985,443454,Increase,4.8,19,Draft,Decrease,female,large infarction
,443454,4052648,Increase,6.84,19,Draft,Increase,large infarction,severe disability
,4052648,4306934,Increase,6.84,19,Draft,Increase,severe disability,immobility
,4310996,31317,Increase,6.84,19,Draft,Increase,first stroke,dysphagia
,4310996,31317,Increase,6.84,19,Draft,Increase,second stroke,dysphagia
,31317,255848,Increase,6.84,19,Draft,Increase,dysphagia,pneumonia
,31317,4090739,Increase,6.84,19,Draft,Increase,dysphagia,malnutrition
,4310996,134765,Increase,4.8,19,Draft,Increase,first stroke,cachexia
,4310996,134765,Increase,4.34,19,Draft,Increase,second stroke,cachexia
,4090739,134765,Increase,6.84,19,Draft,Increase,malnutrition,cachexia
,134765,4306655,Increase,4.8,19,Draft,Increase,cachexia,death
,4090739,4306655,Increase,3.14,19,Draft,Increase,malnutrition,death
,4306934,4234649,Increase,6.84,19,Draft,Decrease,immobility,reduced QoL/ADL
,4329728,4234649,Increase,6.84,19,Draft,Decrease,spasticity,reduced QoL/ADL
,31317,4234649,Increase,6.84,19,Draft,Decrease,dysphagia,reduced QoL/ADL
,4329041,4234649,Increase,6.84,19,Draft,Decrease,pain,reduced QoL/ADL
,443432,4234649,Increase,6.84,19,Draft,Decrease,cognitive decline,reduced QoL/ADL
,4310996,4234649,Increase,6.84,19,Draft,Decrease,first stroke,reduced QoL/ADL
,4310996,4234649,Increase,6.84,19,Draft,Decrease,second stroke,reduced QoL/ADL
,4310996,440424,Increase,6.84,19,Draft,Increase,second stroke,aphasia
,4310996,440424,Increase,6.84,19,Draft,Increase,first stroke,aphasia
,440424,4234649,Increase,6.84,19,Draft,Decrease,aphasia,reduced QoL/ADL
,4322978,4310996,Increase,6.84,19,Draft,Increase,age,first stroke
,4322978,443432,Increase,6.84,19,Draft,Increase,age,cognitive decline
,4322978,255848,Increase,6.84,19,Draft,Increase,age,pneumonia
,4306934,4310996,Increase,6.0,19,Draft,Increase,immobility before stroke,first stroke
,4306934,4310996,Increase,6.0,19,Draft,Increase,immobility,second stroke
,440383,4310996,Increase,6.84,19,Draft,Increase,depression before stroke,first stroke
,255848,4085730,Increase,6.84,19,Draft,Increase,pneumonia,antibiotics
,4085730,4306655,Decrease,6.84,19,Draft,Decrease,antibiotics,death
,440383,44784326,Increase,6.84,19,Draft,Increase,depression,antidepressants
,44784326,4234649,Decrease,4.26,19,Draft,Increase,antidepressants,reduced QoL/ADL
,4201412,440424,Decrease,6.84,19,Draft,Decrease,speech therapy,aphasia
,4327941,440383,Decrease,6.84,19,Draft,Decrease,psychotherapy,depression
,4327941,443432,Decrease,2.38,19,Draft,Decrease,psychotherapy,cognitive decline
,4238738,4306934,Decrease,6.84,19,Draft,Decrease,physiotherapy,immobility
,4238738,4052648,Decrease,6.84,19,Draft,Decrease,physiotherapy,severe disability
,4059498,4234649,Decrease,6.84,19,Draft,Increase,social work,reduced QoL/ADL
,4196427,4310996,Decrease,6.84,19,Draft,Decrease,secondary prevention,second stroke
,4201926,4310996,Decrease,6.84,19,Draft,Decrease,primary prevention,first stroke
,4038720,4310996,Decrease,6.84,19,Draft,Decrease,physical exercise,first stroke
,4038720,4310996,Decrease,6.84,19,Draft,Decrease,physical exercise,second stroke
,4038720,443432,Decrease,6.84,19,Draft,Decrease,physical exercise,cognitive decline
,4021166,4306655,Decrease,4.08,19,Draft,Decrease,care giving,death
,4059498,4021166,Increase,3.07,19,Draft,Increase,social work,care giving
,4083171,4329041,Decrease,6.84,19,Draft,Decrease,multimodal pain therapy,pain
,4229563,4329728,Decrease,6.84,19,Draft,Decrease,botolinum toxin,spasticity
,4114614,443432,Decrease,5.0,19,Draft,Decrease,cognitive training,cognitive decline
Christoph,316866,4310996,Increase,6.84,20,Draft,Increase,hypertension,first ischemic stroke
Christoph,316866,4310996,Increase,6.84,20,Draft,Increase,hypertension,second ischemic stroke
Christoph,4310996,4310996,Increase,6.84,20,Draft,Increase,first ischemic stroke,second ischemic stroke
Christoph,4310996,4306655,Increase,6.84,20,Draft,Increase,first ischemic stroke,death
Christoph,4310996,4306655,Increase,6.84,20,Draft,Increase,second ischemic stroke,death
Christoph,4322978,4234656,Decrease,6.84,20,Draft,Decrease,aging,recovery level
Christoph,4322978,4306655,Increase,6.84,20,Draft,Increase,aging,death
Christoph,4322978,4310996,Increase,6.84,20,Draft,Increase,aging,first ischemic stroke
Christoph,4322978,4310996,Increase,6.84,20,Draft,Increase,aging,second ischemic stroke
Christoph,4310996,4234656,Decrease,6.84,20,Draft,Decrease,second ischemic stroke,recovery level
,4310996,4234656,Decrease,2.68,20,Draft,Decrease,first ischemic stroke,recovery level
,4,443432,Decrease,2.68,20,Draft,Increase,B-cell infiltration,cognition
,4322978,443432,Decrease,6.84,20,Draft,Increase,aging,cognition
,316866,443432,Decrease,4.08,20,Draft,Increase,hypertension,cognition
,4310996,443432,Decrease,2.06,20,Draft,Increase,first ischemic stroke,cognition
,4310996,443432,Decrease,6.84,20,Draft,Increase,second ischemic stroke,cognition
,4150054,4234656,Decrease,6.0,20,Draft,Decrease,systemic IL6,recovery level
,4150054,4234656,Increase,6.0,20,Draft,Increase,brain IL6_time1,recovery level
,4150054,4310996,Increase,6.84,20,Draft,Increase,systemic IL6,second ischemic stroke
,4150054,4310996,Increase,6.84,20,Draft,Increase,systemic IL6,first ischemic stroke
,4283239,4338810,Increase,6.84,20,Draft,Increase,collateralization,stroke volume
,4310996,4150603,Increase,6.84,20,Draft,Increase,first ischemic stroke,hemispheric atrophy
,4310996,4150603,Increase,6.84,20,Draft,Increase,second ischemic stroke,hemispheric atrophy
,316866,4150603,Increase,3.68,20,Draft,Increase,hypertension,hemispheric atrophy
,4322978,4150603,Increase,6.84,20,Draft,Increase,aging,hemispheric atrophy
,11,4234656,Increase,6.84,20,Draft,Increase,endothelial proliferation,recovery level
,11,4068351,Decrease,6.84,20,Draft,Decrease,endothelial proliferation,blood brain barrier integrity
,4068351,4,Increase,6.84,20,Draft,Increase,blood brain barrier integrity,B-cell infiltration
,2,10,Decrease,6.84,20,Draft,Decrease,microglial proliferation,neuronal survival
,4150054,4234656,Decrease,2.68,20,Draft,Decrease,brain IL6_time2,recovery level
,5,4234656,Increase,2.68,20,Draft,Increase,astrocytic proliferation,recovery level
,5,10,Increase,2.68,20,Draft,Increase,astrocytic proliferation,neuronal survival
,11,10,Increase,5.2,20,Draft,Increase,endothelial proliferation,neuronal survival
,4283239,4310996,Decrease,5.2,20,Draft,Decrease,collateralization,first ischemic stroke
,4283239,4310996,Decrease,5.2,20,Draft,Decrease,collateralization,second ischemic stroke
